 天敵に 見つからないように 葉っぱの 裏や 枝の すきまに 隠れて 進化の ときを 待つ。,コクーン
 高速で 飛びまわり 毒針で 攻撃したあと すぐに 飛び去る 戦法が 得意技だ。,スピアー
 両手と お尻にある 3本の 毒バリで 相手を 刺して 刺して 刺しまくって 攻撃する。,スピアー
 両足も 毒針に 変化。手足の 針で 刺しまくったあと 尻の 毒針で 止めを 刺す。,スピアー
 集団で 現れることもある。猛スピードで 飛び回り お尻の 毒針で 刺しまくる。,スピアー
 両手と お尻にある 3本の 毒針で 相手を 刺して 刺して 刺しまくって 攻撃する。,スピアー
 森や 林に 多く 分布。地上でも 激しく はばたいて 砂を かけたりする。,ポッポ
 おとなしい 性格で 襲われても 反撃 せずに 砂を かけて 身を 守ることが 多い。,ポッポ
 戦いを 好まない おとなしい 性格だが 下手に 手を 出すと 強烈に 反撃されるぞ。,ポッポ
 方向 感覚に とても 優れているので どんなに 離れた 場所からでも 迷わずに 自分の 巣 まで 帰る ことが できる。,ポッポ
 広い 縄張りを 持っており 侵入する 邪魔者は 徹底的に つつかれてしまう。,ピジョン
 足の ツメが 発達している。エサの タマタマを つかんで 100キロ先の 巣まで 運ぶ。,ピジョン
 広い 縄張りを 飛んで 見まわりを する。 縄張りを 荒らす 相手は 容赦 しない。 鋭い ツメで 徹底的に 懲らしめるぞ。,ピジョン
 あり余る 体力の 持ち主で 広い 縄張りを 飛びまわり 遠くまで エサを 探しにいく。,ピジョン
 広い 縄張りを 飛び回りながら 獲物を 探す。 発達した 足の ツメで 獲物を しとめる。,ピジョン
 エサを 探すとき 水面 すれすれを 滑るように 飛んで コイキングなどを わしづかみにする。,ピジョット
 マッハ2で 飛行し エサを探す。 その 大きな ツメは 武器と しても 恐れられている。,ピジョット
 筋力が 大幅に アップ。2週間の あいだ 休まず 飛び続けることが できるのだ。,ピジョット
 美しい 羽を 広げて 相手を 威嚇する。マッハ2で 空を 飛び回る。,ピジョット
 食べるものが あるところなら どこにだって 生息する。 1日中 エサを 探している。,コラッタ
 前歯は 死ぬまで 伸び続けるので メンテナンスが 必要。 ヤスリを 用意しないと 柱を かじられる。,コラッタ
 新鮮な ものにしか 興味を 示さない。 買い物に 連れていくと 食材選びの とき 助かる。,コラッタ
 前歯で ドアを かじり 民家に 侵入。ヒゲを ひくつかせ 餌を 探しだし 盗んでいくぞ。,コラッタ
 日が 暮れると 活動。 群れの ボスである ラッタのため いい餌を 求めて 街中を 駆け廻る。,コラッタ
 泳ぐのが 得意。 後ろ足に 小さな 水かきが ついていて 河や ときに 海を 渡ることも。,ラッタ
 丈夫な キバは どんどん 伸びるので 岩や 大木を かじって 削っている。 家の カベを かじられる ことも あるよ。,ラッタ
 意外と 凶暴な ポケモン。長く 伸びた キバは 分厚い コンクリートも 簡単に 削る。,ラッタ
 後ろ足に ついた 水かきを 使って 川を 渡り 広い 範囲で エサを 探し回る。,ラッタ
 後ろ足にある 小さな 水かきで 川を 泳ぐのは 水の中の エサを 捕るためだ。,ラッタ
 ハネが 短く 飛ぶのは やや苦手。せわしなく 動き回り 草むらの むしポケモンを ついばんでいる。,オニスズメ
 草むらの 虫などを 食べる。羽が 短いために いつも 忙しく はばたいている。,オニスズメ
 羽が 短く 長い 距離を 飛べない。 せわしなく 動き まわって むしポケモンを ついばむ。,オニスズメ
 高く 飛ぶのは 苦手。 縄張りを 守るために 猛スピードで 飛びまわっている。,オニスズメ
 自分のテリトリーを 守るためなら 大きな ポケモンが 相手でも 向かっていく 向こう見ずな 性質。,オニスズメ
 大きな 翼で 1日中 飛び回る 体力の 持ち主。 鋭い クチバシで 戦う。,オニドリル
 長い 首と くちばしは 土や 水の 中に いる エサを 捕まえるのに 便利。細長い くちばしで 器用に つまむぞ。,オニドリル
 昔から 住んでいる ポケモン。 少しでも 危険を 感じると 空高く 飛んで いってしまう。,オニドリル
 アローラでは さかなポケモンが 獲物。 海の 上を 旋回し エサを探す 光景が 見られる。,オニドリル
 大きな 翼で 大空を 飛び続けることが できる。 1回も 降りなくても 平気だ。,オニドリル
 まったく 気配を 感じさせずに 移動する。ポッポや オニスズメの タマゴを まるのみ してしまう。,アーボ
 とりポケモンの タマゴが 好物。 噛まずに 丸呑みするので 喉が 詰まって 気を 失うことも。,アーボ
 ぐるぐる 体を 巻いて 休んでいるのは どの 方向から 敵が 襲ってきても とっさに 頭を 向けて 威嚇できるからだ。,アーボ
 音を まったく 立てずに 草地の 中を 進む。油断している獲物に 背後から 襲いかかる。,アーボ
 顎を 外すことで 自分より 大きな 獲物も 丸呑みに する。 食後は 身体を 丸め 休む。,アーボ
 お腹の 模様で 敵を 威嚇。 模様に おびえて 動けなくなった すきに 体で 絞めつける。,アーボック
 恐ろしげな お腹の 模様は 研究の 結果 6種類ほど パターンが 確認されている。,アーボック
 締めつける 力は とても 強力。 ドラム缶も ぺしゃんこに してしまうぞ。 巻きつかれたら 逃げだす ことは 不可能だ。,アーボック
 お腹の 模様で ひるませると 素早く 身体で 締め上げて 相手の 鼓動が 止まるのを 待つ。,アーボック
 お腹の 模様が 怖い 顔に 見える。弱い 敵は その 模様を 見ただけで 逃げ出してしまう。,アーボック
 森の 中で 仲間と 暮らす。 ほっぺたの 両側にある 電気袋に 電気を 溜める。,ピカチュウ
 はじめて みる ものには 電撃を 当てる。黒こげの きのみが 落ちていたら それは 電撃の 強さを 間違えた 証拠だよ。,ピカチュウ
 森に 棲む ポケモン。 ほっぺの ふくろは 電気を ためるので 触ると パチパチ 痺れるぞ。,ピカチュウ
 かぶっているのは パートナーの 帽子。 ホウエンを 旅した 思い出が たくさん 詰まっている。,ピカチュウ
 かぶっているのは パートナーの 帽子。 いろんな せかいを 旅した 思い出が たくさん 詰まっている。,ピカチュウ
 電気が たまってくると 筋肉が 刺激され いつもより 攻撃的に なってしまう。,ライチュウ
 ピカチュウの 姿が 好きな トレーナーも 多く なかなか 姿を 見かけない ポケモン。,ライチュウ
 電撃は 10まんボルト。自分の 何倍も 大きい 相手を 一撃で 気絶させる。,ライチュウ
 電気袋が 空っぽに なると しっぽを まっすぐ 立てて 空気中の 電気を 集める。,ライチュウ
 電気が 溜まると 気性が 荒くなる。 トレーナーでも 注意 しないと 襲われる。,ライチュウ
 南の 島の 雪山に 棲む。 吹雪になると 雪の中で 伏せて 飛ばされないように じっと 耐える。,サンド
 氷に 覆われた 体で 地面を すべり 弾丸の ような スピードで 敵を 弾き飛ばす。,サンド
 湿気で 皮膚が ふやけてくると 火山に 向かう。 地熱の 高い 地面に はりつき 乾かすのだ。,サンド
 雨の 降らない 乾燥地帯や 砂漠が 主な 棲みか。 穴を 掘って むしポケモンを 捕らえる。,サンド
 身体を 丸めて ボールのような 姿に なれる。 転がりながら 砂漠を 高速で 移動する。,サンド
 体を 丸めて 背中から 体当たり。鋭い トゲトゲが 大きな ダメージを 与える。,サンドパン
 背中を 丸めると トゲトゲの ボールみたいだ。 そのまま 転がって ぶつかってきたり 逃げたりする。,サンドパン
 すごい 勢いで 地面を掘ると トゲや ツメが 折れてしまうが 次の日には 生え揃っている。,サンドパン
 ツメで 木に 登り 獲物が 現れると 身体を 丸めて トゲのボールに なって 落下する。,サンドパン
 体の トゲは皮膚が 硬くなったもの。1年に 1回 古い トゲが 抜け落ちて 新しい トゲが 下から 生えてくる。,サンドパン
 オスよりも 匂いに 敏感。ヒゲで 風向きを 確認しながら 風下で エサを 探すのだ。,ニドラン♀
 小さい 体を 守るため 強力な 毒針が 発達したと 考えられている。 怒ると ツノの 先から 猛毒を 出す。,ニドラン♀
 優しい 性格で 戦いは 好まないが 小さな ツノからは 毒が でるので 要注意。,ニドラン♀
 硬い 前歯で 木の実を 砕いて 食べる。 ツノの 先は オスより 少し 丸みを 帯びている。,ニドラン♀
 小柄で とても おとなしい。襲われると 小さな 毒針を 使って 戦い 身を 守る。,ニドラン♀
 額の ツノは 子どもに エサを 与えるときに 刺さらないように 退化したと 考えられている。,ニドリーナ
 仲間や 家族と 一緒の ときは お互い 傷つかないように トゲが 引っ込んでいる。 仲間から 離れると 不安に なるらしい。,ニドリーナ
 群れに 危険が せまると 仲間で 結束して 超音波の 大合唱を おみまいするぞ。,ニドリーナ
 メスなので 性格は 温厚。口から 出す 超音波は 相手を まどわす 力がある。,ニドリーナ
 巣穴の 奥に いるときは 必ず トゲトゲが 引っこむ。 リラックスしている 証拠だ。,ニドリーナ
 よろいのように 硬い ウロコが 全身を 包む。 巣穴の 子供を 命がけで 守る。,ニドクイン
 硬くて 針のような ウロコが 体を 覆っている。興奮すると 針が 逆立つ。,ニドクイン
 硬い ウロコで 覆われた 体を ぶつけて 相手を 弾き飛ばす 攻撃が 得意だ。 子どもを 守る ときが 一番 強い。,ニドクイン
 背中の 棘の 隙間に 子どもを 乗せて あやす。 そのときに 毒が 出ることは けっして ないのだ。,ニドクイン
 攻めるよりも 守るほうが 得意。 鎧のような ウロコで いかなる 攻撃からも 子どもを 守る。,ニドクイン
 耳が 大きく 遠くの 音を 聞くとき はばたくように 動く。怒ると 毒針を 出す。,ニドラン♂
 耳を 動かす 筋肉が 発達していて どんな 向きにも 自在に 耳を 動かせる。 かすかな 物音も 聞き漏らさない ポケモン。,ニドラン♂
 額の ツノには 猛毒がある。 警戒心が 強く 大きな 耳を つねに そばだてている。,ニドラン♂
 いつも 大きな 耳を 立てて まわりの 気配を 探る。危険を 感じたときは どくバリを 使う。,ニドラン♂
 草むらの 上に 耳だけ 出して まわりの 気配を 探る。猛毒の ツノで 身を 守る。,ニドラン♂
 気性が 荒い ポケモン。 相手に 突き刺した 衝撃で ツノから 猛毒が にじみ出る。,ニドリーノ
 すぐに 怒って 戦おうとする。しかも 頭の ツノは 刺さると 強烈な 毒素を 出す 仕組み。,ニドリーノ
 ダイヤモンドよりも 硬い ツノを 持つ。 敵の 気配を 感じると 背中の トゲが 一斉に 逆立ち 全力で 立ち向かう。,ニドリーノ
 頭にある ツノの 毒素は 突き刺したときの 衝撃で にじみ出る 仕組みだ。,ニドリーノ
 ダイヤモンドより 硬い ツノで 岩石を 砕いて まわる。 つきのいしを 探しているのだ。,ニドリーノ
 太い 尻尾の 一振りは 頑丈な 鉄塔も へし折る すさまじい 破壊力。 一度 暴れだすと 手が つけられない。,ニドキング
 石のように 硬い 皮膚と 長く 伸びた ツノが 特徴。ツノには 毒もあるので 注意。,ニドキング
 鋼のような 皮膚を 活かした たいあたりは 強力。 ツノは ダイヤモンドも 突き刺す。,ニドキング
 尻尾の 一撃は 電柱を まるで マッチ棒のように 真っ二つに へし折ってしまう。,ニドキング
 暴れると 手が つけられなくなるが 長年 連れ添った 二ドクインの 前では 穏やかな 顔に なる。,ニドキング
 人気だが 数が 少ないので 貴重。 むやみに 見せびらかすと 泥棒に 狙われるぞ。,ピッピ
 月の 光を 背中の 翼に 集めて 空中に 浮かぶ。 見つけるのが 難しい ポケモン。,ピッピ
 背中の 翼に 月の光を 集めることで 空中に 浮かぶことが できるらしい。,ピッピ
 愛くるしい 仕草と 姿で 老若男女 問わずに 人気だが その数は 少ない。,ピッピ
 満月の 晩に 集まって 仲間と ダンス。 その周囲は 異常な 磁場に 包まれる。,ピッピ
 1キロ先で 針が 落ちた 音も 聞こえてしまうので 人やポケモンが 少ない 深い山奥で 暮らす。,ピクシー
 満月の 晩 じっと 夜空を 見ているのは ホームシックなのだと 考える 科学者も いる。,ピクシー
 めったに 姿を 現さない。 満月に 誘われて 人気のない 湖で 遊ぶと 言われている。,ピクシー
(B2W2) 1キロ先に 落ちた 針の 音も きこえるほど 耳が いいので 普段は 静かな ところに いる。,ピクシー
 妖精の 仲間で めったに 人前に 出てこない。 気配を 感じて すぐに 逃げてしまうようだ。,ピクシー
 暑いときには 6本の 尻尾で 氷の礫を 作り あたりに ばらまいて 身体を 冷やす。,ロコン
 生まれた ときは 白い 1本の 尻尾。愛情を たっぷり 受けると 尻尾は 6本に 分かれて 見事な 巻き毛になる。,ロコン
 口から 人魂の ような 炎を 吐きだすので お化けと 見間違える 人も いる。,ロコン
 群れで 助け合って 生きている。 マイナス 50度の 息で 獲物を しっかり 凍らせてから 喰らう。,ロコン
 火の玉を 操り 獲物を 捕らえる。 子どもから 育てると こいぬポケモンの ように 懐くよ。,ロコン
 9人の 聖者が 合体して このポケモンに 生まれかわったと 言い伝えに 残っている。,キュウコン
 口から 吹いた 揺らめく 炎で 催眠 状態にして 獲物を 襲う 非常に 賢いポケモン。,キュウコン
 しつこく 執念深い 性質。 1度 恨むと 子孫を 含め 1000年間 祟り続ける。,キュウコン
 雪山の 遭難者を ふもとへ 導き 助けるが 山を 荒らす 不届き者には 容赦しない。,キュウコン
 しっぽの 1本 1本に 神通力が 込められている。 1000年 生きると 言われる。,キュウコン
 つぶらな 瞳で 相手を 見つめたあと 不思議で 心地よい 歌を 聴かせて 眠らせてしまう。,プリン
 歌う 歌は 棲む 地方によって 全然 違っている。 中には シャウトするような ものまで あるぞ。,プリン
 肺活量は ポケモン界でも トップクラス。 相手が 眠るまで 子守唄を 歌いつづけるぞ。,プリン
 大きく お腹を 膨らませて 不思議な メロディーを 歌う。 聞くと すぐに 眠くなるぞ。,プリン
 声の 波長を 自在に 変えて 聞くと 絶対に 眠くなる 不思議な メロディーを 歌う。,プリン
 大きな 丸い 瞳の 表面には 涙の 薄い 膜が いつも 張っている。 ほこりが ついても すぐ 洗い 流される。,プクリン
 きめ細やかな 体毛が 自慢。 とくに 額の 巻き毛は 天にも 昇る 極上の 手触り。,プクリン
 きめこまやかな 体毛は 手触りが よすぎて うっかり 触ると 離れられなくなる。,プクリン
 ふわふわの 毛は 季節の 変わり目に 抜け落ちる。 それを 拾い集めて 紡いだ 毛糸は 高級品。,プクリン
 2匹 寄り添いあうと お互いの 毛皮が 気持ち良すぎて 離れられなく なってしまう。,プクリン
 口から 出す 超音波で まわりの 様子を 探る。 狭い 洞窟も 起用に 飛びまわる。,ズバット
 太陽の 光が 苦手。 日が 沈むまで 洞窟や 森の 奥深くで 眠る。,ズバット
 口から出す 超音波の反射で まわりの 様子や 自分の 居場所を 調べている。,ズバット
 昼間は 洞穴で 寝ている。目が ないので 超音波で 周りを 確認しながら 飛ぶ。,ズバット
 昼間 暗闇で じっと しているのは 太陽の 光を 長い 時間 浴びると 全身が 軽く 火傷してしまうからだ。,ズバット
 1度に 300シーシーの 血液を 吸い取る。 あまりに たくさん 血を 吸って 飛べなくなることも ある。,ゴルバット
 かみついたら 最後。死ぬほど 血を 吸いまくるので 重たくなって 自分で 飛べなくなることもある。,ゴルバット
 真夜中 活発に 飛び回り ねらいをつけた 獲物に キバを 刺し 死ぬほど 血を 吸いまくる。,ゴルバット
 ひとたび 血を 吸いはじめると 満腹になるまで やめない。暗闇を 飛び 獲物を 探す。,ゴルバット
 生き物の 血液が 大好物。 特に 真夜中 活動する ことが 多く 生き血を 求めて 夜空を 飛び回る。,ゴルバット
 別名 アルキメンデス。夜になると 2本の 根っこで 300メートルも 歩くという。,ナゾノクサ
 栄養 たっぷりの 土を 探して 埋まる。昼間 土に 埋まっている ときには 足が 木の 根っこのような 形を しているらしい。,ナゾノクサ
 昼間 地面の 中に 体を 埋めて 土の 栄養を 全身で 吸い上げている。肥えた 土ほど 葉っぱに ツヤが 出るという。,ナゾノクサ
(シールド) 昼間は 太陽を 避けるため 冷たい 地面に もぐっている。月の光を 浴びて 育つ。,ナゾノクサ
 昼間は 太陽を 避けるため 冷たい 地面に 潜っている。月の 光を 浴びて 育つ。,ナゾノクサ
 めしべが 放つ とてつもなく 臭い においは 2キロ先まで とどき 気を 失わせる。,クサイハナ
 よだれのように 見える 甘い蜜。とても ねばねば しており 触れると いつまでも まとわりつく。,クサイハナ
 猛烈な クサさ! それなのに 1000人に 1人ぐらい これを 好んで かぐ 人がいる。,クサイハナ
 口から たれている ミツは 2キロ 離れていても 鼻が まがるほど 猛烈に くさい。,クサイハナ
 危険を 感じると めしべの 放つ くさい 臭いが さらに 強まるが 心が 穏やかな ときは くさい 臭いを 出さないのだ。,クサイハナ
 花びらの 大きさは 世界一。 ひどい アレルギーを 引き起こす 毒花粉を ばらまいて 歩く。,ラフレシア
 世界一 大きな 花びらは 歩くたびに 揺れて 大量の 毒花粉を ばらまいている。,ラフレシア
 花びらが 大きいほど たくさん 花粉を 出すが 頭が 重たくて 疲れてしまうという。,ラフレシア
 世界一 大きな 花びらは 歩くたびに 揺れて 大量の 毒花粉を ばらまいてしまう。,ラフレシア
 世界一 大きな 花びらで 獲物を おびき寄せ 毒の 花粉を 浴びせかける。 動けなくなった 獲物を 捕まえて 食べる。,ラフレシア
 虫の 背中に 生えているのは 冬虫夏草 という キノコ。 育つと キノコも 大きくなる。,パラス
 冬虫夏草と いう 背中の キノコは 長寿の 薬。 乾かし 粉末にして 使う。,パラス
 穴を掘り 木の根っこ から 栄養を 摂るが ほとんどは 背中の キノコに 奪われる。,パラス
 冬虫夏草と いう キノコが 虫を 操っているのだ。 虫の 意思は 無視される。,パラス
 喰っても 喰っても 背中に 生えている キノコが ほとんど 栄養を 奪っていくのだ。,パラス
 毒の 胞子は 漢方薬にも 使われる。 アローラ産は あまり 質が 良くないらしい。,パラセクト
 ムシの 方は ほぼ 死んでいて 本体は 背中の キノコだ。 もげると もう 動かなくなる。,パラセクト
 背中の キノコが 育つほど ばらまかれる キノコの 胞子の 効果は 強力になる。,パラセクト
 キノコの カサから 毒の胞子を 撒き散らす。 胞子を 集めて 煎じると 漢方薬に なる。,パラセクト
 ずっと エキスを 吸い続けられ もはや ムシではなく 背中の キノコが 考えているようだ。,パラセクト
 大きな 木の下に 住んでいて 虫などを 食べているらしい。 夜は 明かりのそばに やってくる。,コンパン
 小さな 目が たくさん 集まって 大きな 目に なっている。 夜になると 明かりに 集まる。,コンパン
 レーダーになる 大きな 目は 明るいところでは 小さな 目が 集まって できているのが わかる。,コンパン
 身を 守るために 細く 硬い 体毛が 全身を 覆うように なったと いわれる。 小さな 獲物を 見逃さない 目を 持つ。,コンパン
