岩石も 焼けるような 灼熱の 炎を 吐いて 山火事を 起こすことが ある。,リザードン
地上 1400メートルまで 羽を 使って 飛ぶことができる。高熱の 炎を 吐く。,リザードン
危なくなると 甲羅に 手足を 引っこめて 身を 守りながら 口から 水を 吹き出している。,ゼニガメ
水面から 水を 噴射して エサをとる。危なくなると こうらに 手足を 引っこめて 身を守る。,ゼニガメ
甲羅に 閉じこもり 身を 守る。相手の すきを 見逃さず 水を 噴き出して 反撃する。,ゼニガメ
甲羅の 役目は 身を 守る だけではない。丸い 形と 表面の 溝が 水の 抵抗を 減らすので 速く 泳げるのだ。,ゼニガメ
水面から 水を 噴射して エサを 取る。危なくなると 甲羅に 手足を ひっこめて 身を 守る。,ゼニガメ
ポカンと 頭を たたかれるとき こうらに 引っこんで よける。でも ちょっとだけ シッポが 出ているよ。,カメール
ふさふさの 毛で 覆われた 大きな 尻尾は 長生き するほど 深い 色合いに 変わる。甲羅の キズは 強者の 証。,カメール
1万年の 寿命を 持つと 言われている。ふさふさの しっぽは 長生きの シンボルとして人気。,カメール
ポカンと 頭を たたかれるとき 甲羅に 引っこんで 避ける。でも ちょっとだけ 尻尾が 出ているよ。,カメール
ふさふさの 耳と しっぽを たくみに 操って 水中での バランスを たもつ。,カメール
甲羅の 噴射口の ねらいは 正確。水の 弾丸を 50メートル 離れた 空き缶に 命中させる ことが できるぞ。,カメックス
甲羅の ロケット砲から 吹き出す 水流は 分厚い 鉄板も 一発で 貫く 破壊力。,カメックス
相手に 狙いを 定めると 消防車の ホースより 強い 勢いで 水を 出す。,カメックス
甲羅に 噴射口が あって ロケットのような 勢いで 突っ込んでくる すごい やつだ。,カメックス
真ん中の 主砲から 放たれる 水鉄砲は 山を 撃ち抜き 穴を 開ける 破壊力だ。,カメックス
頭の 触覚[dex 1]から 強烈な においを 出して 敵を 追い払い 身を守る。,キャタピー
身体は 柔らかく 力もない。 自然界では 常に エサとして 狙われ 続ける 運命。,キャタピー
体 よりも 大きな 葉っぱを みるみる 食べつくして しまうほどの 食欲を もつ。 触角から 強烈な 臭いを 出すぞ。,キャタピー
頭の 触角から 強烈な においを だして 敵を 追いはらい 身を守る。,キャタピー
赤い 触角から においを出して 敵を 追い払う。脱皮を 繰り返し 大きくなる。,キャタピー
カラの中は ドロドロの 液体。 進化に 備えて 体中の 細胞を 作りなおしている。,トランセル
身を守るため ひたすら カラを 硬くしても 強い 衝撃を 受けると 中身が 出てしまう。,トランセル
化を 待っている 状態。硬くなる ことしか できないので 襲われないよう じっとしている。,トランセル
とても 硬いカラは ツツケラに 突かれても びくともしないが 揺れて 中身が こぼれてしまう。,トランセル
殻が 硬くなる前に 強い 衝撃を 受けると 中身が 出てしまうので 注意。,トランセル
キョダイマックスの パワーが 結晶となり まばゆく 光る 猛毒の りんぷんに なっている。,バタフリー
ハネの 猛毒の りん粉には 水を弾く 性質が あるので 雨の日 でも 飛びまわれる。,バタフリー
10トントラックをも 吹きとばす 竜巻に 巻きこみつつ 猛毒の りんぷんで とどめを 刺す。,バタフリー
花の ミツが 大好物。わずかな 花粉で 花畑の 場所を 探し出すことが できる。,バタフリー
毎日 ミツを 集めまわる。 脚の 産毛に ミツを 塗りこんで 巣に 持ち帰る 習性をもつ。,バタフリー
とても 鋭い 嗅覚を 持っている。好物の 葉っぱか 嫌いな 葉っぱか 大きな 赤い 鼻で 嗅ぎ分ける。,ビードル
毎日 自分と 同じ 重さの 葉っぱを 食べる。 頭の 針で 襲ってきた 敵を 撃退。,ビードル
毒針は とても 強力。目立つ 体の 色は 相手に 警戒を させるためだ。,ビードル
頭に 鋭い ハリを もつ。 森や 草地の 茂みに 隠れ ひたすら ハッパを 食べている。,ビードル
森や 草地に 多く 生息。頭の 先に 5センチぐらいの 小さく 鋭い 毒針を持つ。,ビードル
ほとんど 動かず 木に つかまっているが 中では 進化の 準備で 大忙し。その 証拠に 体が 熱くなっているぞ。,コクーン
自分では ほとんど 動けないが 危ないときは 硬くなって 身を守っているようだ。,コクーン
自分では ほとんど 動けないが 危なくなると ハリを出して 毒を 与えることも あるらしい。,コクーン
天敵に 見つからないように 葉っぱの 裏や 枝の すきまに 隠れて 進化の ときを 待つ。,コクーン
高速で 飛びまわり 毒針で 攻撃したあと すぐに 飛び去る 戦法が 得意技だ。,スピアー
両手と お尻にある 3本の 毒バリで 相手を 刺して 刺して 刺しまくって 攻撃する。,スピアー
両手と お尻にある 3本の 毒針で 相手を 刺して 刺して 刺しまくって 攻撃する。,スピアー
集団で 現れることもある。猛スピードで 飛び回り お尻の 毒針で 刺しまくる。,スピアー
両足も 毒針に 変化。手足の 針で 刺しまくったあと 尻の 毒針で 止めを 刺す。,スピアー
方向 感覚に とても 優れているので どんなに 離れた 場所からでも 迷わずに 自分の 巣 まで 帰る ことが できる。,ポッポ
おとなしい 性格で 襲われても 反撃 せずに 砂を かけて 身を 守ることが 多い。,ポッポ
森や 林に 多く 分布。地上でも 激しく はばたいて 砂を かけたりする。,ポッポ
戦いを 好まない おとなしい 性格だが 下手に 手を 出すと 強烈に 反撃されるぞ。,ポッポ
あり余る 体力の 持ち主で 広い 縄張りを 飛びまわり 遠くまで エサを 探しにいく。,ピジョン
広い 縄張りを 持っており 侵入する 邪魔者は 徹底的に つつかれてしまう。,ピジョン
広い 縄張りを 飛んで 見まわりを する。 縄張りを 荒らす 相手は 容赦 しない。 鋭い ツメで 徹底的に 懲らしめるぞ。,ピジョン
足の ツメが 発達している。エサの タマタマを つかんで 100キロ先の 巣まで 運ぶ。,ピジョン
広い 縄張りを 飛び回りながら 獲物を 探す。 発達した 足の ツメで 獲物を しとめる。,ピジョン
エサを 探すとき 水面 すれすれを 滑るように 飛んで コイキングなどを わしづかみにする。,ピジョット
筋力が 大幅に アップ。2週間の あいだ 休まず 飛び続けることが できるのだ。,ピジョット
マッハ2で 飛行し エサを探す。 その 大きな ツメは 武器と しても 恐れられている。,ピジョット
美しい 羽を 広げて 相手を 威嚇する。マッハ2で 空を 飛び回る。,ピジョット
エサを 求めて 夜な夜な 民家に 忍び込む。 大量 発生が 社会 問題と なっている。,コラッタ
新鮮な ものにしか 興味を 示さない。 買い物に 連れていくと 食材選びの とき 助かる。,コラッタ
嗅覚 鋭い ひげを 持つ。 隠してある 食べ物の 匂いを 嗅ぎとり たちどころに 見つけ出す。,コラッタ
日が 暮れると 活動。 群れの ボスである ラッタのため いい餌を 求めて 街中を 駆け廻る。,コラッタ
キバは 長くて 鋭い。 一生 伸び続けるので 硬い ものを かじって 削る。,コラッタ
ヒゲは バランスを とる 大切な 器官。 どんなに 仲良くなっても 触られると 怒って 噛みつく。,ラッタ
見た目よりも ずっと 凶暴な 性質。 顔の 前に 手を 伸ばすと 噛み千切られる かも。,ラッタ
後ろ足の 小さい 水かきで 海を 泳いで 島を 渡り 敵から 逃げていた という。,ラッタ
意外と 凶暴な ポケモン。長く 伸びた キバは 分厚い コンクリートも 簡単に 削る。,ラッタ
丈夫な キバは どんどん 伸びるので 岩や 大木を かじって 削っている。 家の カベを かじられる ことも あるよ。,ラッタ
草むらの 虫などを 食べる。羽が 短いために いつも 忙しく はばたいている。,オニスズメ
ハネが 短く 飛ぶのは やや苦手。せわしなく 動き回り 草むらの むしポケモンを ついばんでいる。,オニスズメ
高く 飛ぶのは 苦手。 縄張りを 守るために 猛スピードで 飛びまわっている。,オニスズメ
小さな 翼を 忙しく 羽ばたかせて 飛ぶ。 草むらにいる 獲物を クチバシで 探し出す。,オニスズメ
羽が 短く 長い 距離を 飛べない。 せわしなく 動き まわって むしポケモンを ついばむ。,オニスズメ
タフで 持久力に 優れる。重たい 荷物を 乗せたまま 丸1日 飛び続けても 平気。,オニドリル
アローラでは さかなポケモンが 獲物。 海の 上を 旋回し エサを探す 光景が 見られる。,オニドリル
大きな 翼で 1日中 飛び回る 体力の 持ち主。 鋭い クチバシで 戦う。,オニドリル
昔から 住んでいる ポケモン。 少しでも 危険を 感じると 空高く 飛んで いってしまう。,オニドリル
大きな 翼で 大空を 飛び続けることが できる。 1回も 降りなくても 平気だ。,オニドリル
ぐるぐる 体を 巻いて 休んでいるのは どの 方向から 敵が 襲ってきても とっさに 頭を 向けて 威嚇できるからだ。,アーボ
顎を 外すことで 自分より 大きな 獲物も 丸呑みに する。 食後は 身体を 丸め 休む。,アーボ
育つほどに どんどん 長くなる。そして 夜中は 木の枝に グルグルと 絡まって 休む。,アーボ
育つほどに どんどん 長くなる。 そして 夜中は 木の枝に グルグルと からまって 休む。,アーボ
とりポケモンの タマゴが 好物。 噛まずに 丸呑みするので 喉が 詰まって 気を 失うことも。,アーボ
恐ろしげな お腹の 模様は 研究の 結果 6種類ほど パターンが 確認されている。,アーボック
締めつける 力は とても 強力。 ドラム缶も ぺしゃんこに してしまうぞ。 巻きつかれたら 逃げだす ことは 不可能だ。,アーボック
胸を 広げ 威嚇するとき 口から 漏れる 空気の 音は 不気味で 相手を おびえさせる。,アーボック
最新の 研究で お腹の 模様は 20種類 以上の パターンが あることが 判明。,アーボック
お腹の 模様が 怖い 顔に 見える。弱い 敵は その 模様を 見ただけで 逃げ出してしまう。,アーボック
かぶっているのは パートナーの 帽子。 イッシュを 旅した 思い出が たくさん 詰まっている。,ピカチュウ
相棒の 帽子を かぶっている。 運命的な 出会いの たいせつな あかし なのだ。,ピカチュウ
森の 中で 仲間と 暮らす。 ほっぺたの 両側にある 電気袋に 電気を 溜める。,ピカチュウ
相棒の 帽子を かぶっている。 シンオウ地方を いっしょに 冒険した あかし なのだ。,ピカチュウ
尻尾を 立てて まわりの 様子を 探っていると ときどき 雷が 尻尾に 落ちてくる。,ピカチュウ
しっぽに 乗って サイコパワーで 浮遊しながら 星型に 作った 10万ボルトで 攻撃する。,ライチュウ
アローラ地方 でのみ この姿に 進化する。 その要因の ひとつが 餌であると 研究家は 語る。,ライチュウ
アローラ 秘伝の パンケーキが 大好き。 進化の 秘密が それに あるとか ないとか。,ライチュウ
弱い 電気を 全身から 出しているので 暗闇では うっすら 光って 見えるよ。尻尾を 地面に 刺して 電気を 逃がす。,ライチュウ
アローラ地方の 気候と 風土と エサが 原因で この 姿に 進化すると 考えられている。,ライチュウ
水気を 嫌い 乾燥地に 深い穴を 掘って 生活する。 一瞬で 体を まるめる。,サンド
雪に 閉ざされた 山岳地帯で 暮らすうちに 鋼のように 硬い 氷の 体を 手に入れた。,サンド
身体を 丸めて ボールのような 姿に なれる。 転がりながら 砂漠を 高速で 移動する。,サンド
湿気で 皮膚が ふやけてくると 火山に 向かう。 地熱の 高い 地面に はりつき 乾かすのだ。,サンド
背中の 皮膚は 鋼の 硬さ。 柔らかい おなかを 狙われるので 必死に 地面に しがみつく。,サンド
火山噴火 から 逃れるうちに 雪山に 棲みつくように なった。 雪しぶきをあげ 雪原を 駆ける。,サンドパン
極寒の 世界に 適応した 姿。 体から 出た 冷気が 氷の 針を 尖らせる。,サンドパン
鋭い ツメを ひっかけて 木を 登る。 下で 待つ サンドたちに 木の実を 落とし 分け与えるのだ。,サンドパン
トゲは 皮膚が 硬くなったもの。体を 丸めて トゲトゲを 刺すように 相手を 攻撃する。,サンドパン
体を 丸めて 背中から 体当たり。鋭い トゲトゲが 大きな ダメージを 与える。,サンドパン
小さい 体を 守るため 強力な 毒針が 発達したと 考えられている。 怒ると ツノの 先から 猛毒を 出す。,ニドラン♀
優しい 性格で 戦いは 好まないが 小さな ツノからは 毒が でるので 要注意。,ニドラン♀
小柄で とても おとなしい。襲われると 小さな 毒針を 使って 戦い 身を 守る。,ニドラン♀
オスよりも 匂いに 敏感。ヒゲで 風向きを 確認しながら 風下で エサを 探すのだ。,ニドラン♀
体は 小さくても 毒針を 持つため 注意が 必要だ。メスのほうが ツノが 小さい。,ニドラン♀
子供に エサを 分け与えるとき 親が かみくだき やわらかくした エサを 吐き戻して 与える。,ニドリーナ
メスなので 性格は 温厚。口から 出す 超音波は 相手を まどわす 力がある。,ニドリーナ
仲間や 家族と 一緒の ときは お互い 傷つかないように トゲが 引っ込んでいる。 仲間から 離れると 不安に なるらしい。,ニドリーナ
危険を 感じると 全身のトゲを 逆立てる。 ニドリーノに 比べて トゲの 育ちが 遅い。,ニドリーナ
巣穴の 奥に いるときは 必ず トゲトゲが 引っこむ。 リラックスしている 証拠だ。,ニドリーナ
硬い ウロコに 覆われた 頑丈な 体の 持ち主。 ウロコは 生え変わるらしい。,ニドクイン
硬くて 針のような ウロコが 体を 覆っている。興奮すると 針が 逆立つ。,ニドクイン
ウロコで 覆われた 頑丈な 体で 巣穴の 入り口を ふさぎ 敵から 子供たちを 守る。,ニドクイン
よろいのように 硬い ウロコが 全身を 包む。 巣穴の 子供を 命がけで 守る。,ニドクイン
攻めるよりも 守るほうが 得意。 鎧のような ウロコで いかなる 攻撃からも 子どもを 守る。,ニドクイン
小柄だが 勇ましい 性質。 仲良しの メスを 守るため 身を ていして 果敢に 戦う。,ニドラン♂
耳を 動かす 筋肉が 発達していて どんな 向きにも 自在に 耳を 動かせる。 かすかな 物音も 聞き漏らさない ポケモン。,ニドラン♂
耳が 大きく 遠くの 音を 聞くとき はばたくように 動く。怒ると 毒針を 出す。,ニドラン♂
いつも 大きな 耳を 立てて まわりの 気配を 探る。危険を 感じたときは どくバリを 使う。,ニドラン♂
草むらの 上に 耳だけ 出して まわりの 気配を 探る。猛毒の ツノで 身を 守る。,ニドラン♂
頭にある ツノの 毒素は 突き刺したときの 衝撃で にじみ出る 仕組みだ。,ニドリーノ
発達した 耳を 立てて まわりの 気配を 探る。なにかあると すぐに 飛びかかる。,ニドリーノ
気性が 荒い ポケモン。 相手に 突き刺した 衝撃で ツノから 猛毒が にじみ出る。,ニドリーノ
ダイヤモンドより 硬い ツノで 岩石を 砕いて まわる。 つきのいしを 探しているのだ。,ニドリーノ
神経質で 喧嘩っ早い。 体内の アドレナリンが 増えると 毒素の 濃度も 高まるぞ。,ニドリーノ
力自慢の ポケモン。 太い 尻尾と ダイヤをも 砕く ツノを 駆使して 豪快に 戦う。,ニドキング
太い 尻尾の 一振りは 頑丈な 鉄塔も へし折る すさまじい 破壊力。 一度 暴れだすと 手が つけられない。,ニドキング
鋼のような 皮膚を 活かした たいあたりは 強力。 ツノは ダイヤモンドも 突き刺す。,ニドキング
暴れると 手が つけられなくなるが 長年 連れ添った 二ドクインの 前では 穏やかな 顔に なる。,ニドキング
石のように 硬い 皮膚と 長く 伸びた ツノが 特徴。ツノには 毒もあるので 注意。,ニドキング
月の 光を 背中の 翼に 集めて 空中に 浮かぶ。 見つけるのが 難しい ポケモン。,ピッピ
月明かりを 浴びた 翼は 淡く 輝き 羽ばたかなくとも 宙に 浮かんで 舞い踊る。,ピッピ
人気だが 数が 少ないので 貴重。 むやみに 見せびらかすと 泥棒に 狙われるぞ。,ピッピ
満月の 晩に 集まって 仲間と ダンス。 その周囲は 異常な 磁場に 包まれる。,ピッピ
背中の 翼に 月の光を 集めることで 空中に 浮かぶことが できるらしい。,ピッピ
1キロ先で 落ちた 針の音を 聞き分ける 耳と 用心深さで 滅多に 人前に 現われない。,ピクシー
翼を 使って 飛ぶように スキップ。 水面を 歩く ことだって できるのだ。 静かな 月夜に 湖を 歩く。,ピクシー
妖精の 仲間で めったに 人前に 出てこない。 気配を 感じて すぐに 逃げてしまうようだ。,ピクシー
1キロ先で 針が 落ちた 音も 聞こえてしまうので 人やポケモンが 少ない 深い山奥で 暮らす。,ピクシー
満月の 晩 じっと 夜空を 見ているのは ホームシックなのだと 考える 科学者も いる。,ピクシー
暑いときには 6本の 尻尾で 氷の礫を 作り あたりに ばらまいて 身体を 冷やす。,ロコン
美しい シッポで 大人気。 ただし まめに ブラッシングしないと あっという間に 毛玉だらけになる。,ロコン
子供だが 6本の 尻尾が 美しい。成長すると さらに 尻尾が 増える。,ロコン
かわいいからと 無闇に 近付くと 群れの ボス である キュウコンが 現れて 氷漬けに される。,ロコン
生まれた ときは 白い 1本の 尻尾。愛情を たっぷり 受けると 尻尾は 6本に 分かれて 見事な 巻き毛になる。,ロコン
雪山で 迷った 人間を 麓まで 案内 してくれるのは さっさと 追い払いたいからだ。,キュウコン
に 閉ざされた 神様の いる 山で 暮らしていたため 昔は 神の化身と 敬われていた。,キュウコン
万年雪が 覆う 山に 住み 神の 化身と 崇められている。 吹雪を まとって 現れる。,キュウコン
9人の 聖者が 合体して このポケモンに 生まれかわったと 言い伝えに 残っている。,キュウコン
頭が良くて 執念深い。 ふざけて 尻尾を つかむと 1000年 たたられるという。,キュウコン
大きく お腹を 膨らませて 不思議な メロディーを 歌う。 聞くと すぐに 眠くなるぞ。,プリン
まるくて 大きい 瞳で 誘いこみ 心地よい 歌を 歌い 相手を 眠らせる。,プリン
つぶらな ひとみが ゆれるとき だれもが 眠くなってしまう 子守歌を 歌いはじめる。,プリン
肺活量は ポケモン界でも トップクラス。 相手が 眠るまで 子守唄を 歌いつづけるぞ。,プリン
大きく 体を ふくらませてから 歌う 子守歌は いつもより 長くて ぜったいに 眠くなる。,プリン
怒ると 思いっきり 息を 吸い込み どんどん 膨らんでいく。 なんと 20倍に なることもある。,プクリン
2匹 寄り添いあうと お互いの 毛皮が 気持ち良すぎて 離れられなく なってしまう。,プクリン
大きな 丸い 瞳の 表面には 涙の 薄い 膜が いつも 張っている。 ほこりが ついても すぐ 洗い 流される。,プクリン
弾力の ある ボディーと キメ細やかな 毛皮が 人気。 抱きしめて 寝ると 気持ちいい。,プクリン
ボディーに 弾力性が あり 怒らせると 息を 吸いこんで どんどん 大きく ふくらむ。,プクリン
昼間 暗闇で じっと しているのは 太陽の 光を 長い 時間 浴びると 全身が 軽く 火傷してしまうからだ。,ズバット
口から出す 超音波の反射で まわりの 様子や 自分の 居場所を 調べている。,ズバット
日光を 浴びると ヤケドするほど 皮膚が 薄い。 寒くなると 群れて 身体を 寄せあい 暖めあうのだ。,ズバット
太陽の 光が 苦手。 日が 沈むまで 洞窟や 森の 奥深くで 眠る。,ズバット
陽の 当たらない 洞窟に 棲む。 朝になると 仲間で 集まり 体を 温めあいながら 寝る。,ズバット
どんなに 硬い 皮膚でも 貫く 鋭いキバには 小さな 穴があって そこから 血を 吸いまくる。,ゴルバット
人や ポケモンの 血液が 大好物。首筋の 血管を 狙い 夜空を 飛びまわる。,ゴルバット
どこから ともなく 近づいてくる。 するどいキバを 使って かみつくと 同時に 血を 吸いまくる。,ゴルバット
1度に 300シーシーの 血液を 吸い取る。 あまりに たくさん 血を 吸って 飛べなくなることも ある。,ゴルバット
ひとたび 血を 吸いはじめると 満腹になるまで やめない。暗闇を 飛び 獲物を 探す。,ゴルバット
月の光を 浴びて 動きだす。 夜のあいだに タネを あちこちに ばらまくため 歩きまわる。,ナゾノクサ
昼間は 太陽を 避けるため 冷たい 地面に 潜っている。月の 光を 浴びて 育つ。,ナゾノクサ
昼間は 根っこの 足を 地面に 埋めて 動かないことが 多い。夜 歩き回って タネを まく。,ナゾノクサ
昼間は 太陽を 避けるため 冷たい 地面に もぐっている。月の光を 浴びて 育つ。,ナゾノクサ
別名 アルキメンデス。夜になると 2本の 根っこで 300メートルも 歩くという。,ナゾノクサ
めしべが 放つ とてつもなく 臭い においは 2キロ先まで とどき 気を 失わせる。,クサイハナ
猛烈な クサさ! それなのに 1000人に 1人ぐらい これを 好んで 嗅ぐ人がいる。,クサイハナ
猛烈な クサさ! それなのに 1000人に 1人ぐらい これを 好んで かぐ 人がいる。,クサイハナ
危険を 感じると めしべの 放つ くさい 臭いが さらに 強まるが 心が 穏やかな ときは くさい 臭いを 出さないのだ。,クサイハナ
よだれのように 見える 甘い蜜。とても ねばねば しており 触れると いつまでも まとわりつく。,クサイハナ
世界一 大きな 花びらは 歩くたびに 揺れて 大量の 毒花粉を ばらまいてしまう。,ラフレシア
花びらが 大きいほど たくさん 花粉を 出すが 頭が 重たくて 疲れてしまうという。,ラフレシア
毒の 花粉を ふりまくために 大きな はなびらを 揺らすと ものすごい 音も 響き渡る。,ラフレシア
毒花粉は 酷い アレルギーを 起こす。 ジャングルで 美しい 花を みつけても うかつに 近寄らない ほうが いいよ。,ラフレシア
世界一 大きな 花びらは 歩くたびに 揺れて 大量の 毒花粉を ばらまいている。,ラフレシア
虫の 背中に 生えているのは 冬虫夏草 という キノコ。 育つと キノコも 大きくなる。,パラス
冬虫夏草と いう 背中の キノコは 長寿の 薬。 乾かし 粉末にして 使う。,パラス
穴を掘り 木の根っこから 栄養を 取るが ほとんどは 背中の キノコに 奪われる。,パラス
喰っても 喰っても 背中に 生えている キノコが ほとんど 栄養を 奪っていくのだ。,パラス
穴を掘り 木の根っこ から 栄養を 摂るが ほとんどは 背中の キノコに 奪われる。,パラス
背中の キノコが 育つほど ばらまかれる キノコの 胞子の 効果は 強力になる。,パラセクト
ムシの 体より 大きくなった キノコの 意思で 活動する。 湿った 場所を 好むという。,パラセクト
ずっと エキスを 吸い続けられ もはや ムシではなく 背中の キノコが 考えているようだ。,パラセクト
毒の 胞子は 漢方薬にも 使われる。 アローラ産は あまり 質が 良くないらしい。,パラセクト
キノコの カサから 毒の胞子を 撒き散らす。 胞子を 集めて 煎じると 漢方薬に なる。,パラセクト
大きな 木の下に 住んでいて 虫などを 食べているらしい。 夜は 明かりのそばに やってくる。,コンパン
小さな 目が たくさん 集まって 大きな 目に なっている。 夜になると 明かりに 集まる。,コンパン
身を 守るために 細く 硬い 体毛が 全身を 覆うように なったと いわれる。 小さな 獲物を 見逃さない 目を 持つ。,コンパン
レーダーになる 大きな 目は 明るいところでは 小さな 目が 集まって できているのが わかる。,コンパン
ハネの りん粉は 体につくと なかなか 取れない。しかも そこから 毒の 成分が 染み込んでくる。,モルフォン
羽に りんぷんが ついていて ヒラヒラと 羽ばたくたびに 猛毒の 粉を ばらまく。,モルフォン
ばらまかれた りんぷんに 触れると 体の 感覚が おかしくなって まっすぐ 立っていられなくなる。,モルフォン
羽ばたいて りんぷんを まき散らす。 りんぷんが 体に つくと 毒の 成分が 皮膚に 染み込んでくる。,モルフォン
夜行性で 夜に 活動を 始める。 街灯の 灯りに 誘われ 集まった 小さな 虫を 好んで 食べる。,モルフォン
皮膚が とても 薄いので 光に 照らされると 血液が 温められて 弱ってしまう。,ディグダ
溶岩質の 地面も グングン 掘り進むほど パワフルだが なかなか 姿を 見せないぞ。,ディグダ
金属成分を 多く 含む 地質が 影響して 鋼の ひげが 頭から 生えてきた。,ディグダ
地下1メートルくらいを 掘りすすみ 木の根っこなどを かじって 生きる。たまに 地上に 顔を出す。,ディグダ
地中の 浅いところを 移動。 掘り進んだあとは 地面が 盛り上がっているので すぐわかる。,ディグダ
金色に 輝く 髭で 身を 守っている。 抜け落ちた 髭を 持ち帰ると 不幸に なると いう。,ダグトリオ
いつも 仲良しの 3つ子だが ごく まれに どの頭が 初めに エサを 食うかで 大ゲンカになる。,ダグトリオ
元々 一つの 体から 3つ子に なったので みんな 考えることは 同じ。 力を 合わせ どこまでも 掘り進む。,ダグトリオ
金色に 光る ヒゲは 高度な センサー。 数キロ先の 音も 振動として 感知 できるのだ。,ダグトリオ
美しい 金属質の ひげは ヘルメットのように 頭を 保護し かつ 高度な センサーでもある。,ダグトリオ
キラキラした ものが 大好き。 よく ヤミカラスと 獲物を 奪い合って ケンカを している。,ニャース
鋭い ツメを 引っ込めて 抜き足 差し足 足音を 立てずに 歩くことが できる。 キラキラ 光る コインが なぜか 大好きだ。,ニャース
高い 知能と プライドを 持つ。 あつかい難いと 評判だが そこが また 人気の 理由。,ニャース
むかし アローラ地方の 王族と 贅沢な 暮らしを していたため エサの 選り好みが 激しい。,ニャース
夜中に 行動する 習性。 きらきら 光るものを 見つけると 負けないくらい ひとみが 輝く。,ニャース
気位が 高い ポケモン。 マニアの 間では 額の 宝石の サイズが 話題になる。,ペルシアン
最上級の 毛並みを 持つ。 戦いで 高ぶると 毛並みが 波うち それが また 美しい。,ペルシアン
愛らしい 顔に 似合わず 弱った 獲物を 仕留めないで いたぶる 残忍な 性質。,ペルシアン
気性が 荒く 目が 合うだけで 飛び掛ってくる。 鋭いツメに やられると 深い 傷を 負う。,ペルシアン
毛並みが 美しく ペットにしたがる 人も 多いが すぐ ひっかいたり するので 手強いぞ。,ペルシアン
自分の 意思とは 関係なく 時折 念力が でてきて 頭が 痛くて 鳴いている。,コダック
いつも 頭痛で 悩んでいる。痛みが ひどいときほど 強力な 念力を 放つ。,コダック
頭痛が 激しくなると 不思議な 力を 使うようになる。 そのときの ことは 覚えていない。,コダック
不思議な 力を 使った 記憶が ないのは 力を 発揮した ときは 熟睡している ときと 同じ 状態だから らしい。,コダック
不思議な 力を 秘めているが 使った 記憶が ないので いつも 首を かしげている。,コダック
発達した 手足の 水かきが 恐るべき スピードを 生み出す。 ポケモンいち 泳ぎが 得意。,ゴルダック
泳ぐ スピードは ポケモン中で 一番。 嵐で 大荒れの 海でも へっちゃら。 難破船から 人を 助ける ことも ある。,ゴルダック
額の 赤い 部分を 持つと 神通力を 授かると いわれ 乱獲 された 過去も ある。,ゴルダック
